senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
John Boozman,07/19/2018,07/19/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,John Boozman,John,Boozman,John Boozman
James M Inhofe,11/13/2017,07/19/2018,RSPP,"RSP Permian, Inc.",Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
John F Reed,07/05/2018,07/18/2018,DHR,Danaher Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
Patrick J Toomey,06/25/2018,07/18/2018,REVB,Revere Bank,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,06/06/2018,07/18/2018,REVB,Revere Bank,Stock,"$15,001 - $50,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Shelley M Capito,06/07/2018,07/14/2018,BA,The Boeing Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Sheldon Whitehouse,06/06/2018,07/13/2018,WMT,Walmart Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,PYPL,"PayPal Holdings, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,LRCX,Lam Research Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,GS,"The Goldman Sachs Group, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,DAL,"Delta Air Lines, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,C,Citigroup Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,BA,The Boeing Company,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/06/2018,07/13/2018,BABA,Alibaba Group Holding Limited,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/13/2018,07/13/2018,KHC,The Kraft Heinz Company,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/13/2018,07/13/2018,BTO,John Hancock Financial Opportunities Fund,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/13/2018,07/13/2018,--,"GE CO 5% FIXED TO 01/21/21 <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 01/21/21</div>",Corporate Bond,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/13/2018,07/13/2018,T,AT&amp;T Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,06/13/2018,07/13/2018,ON,ON Semiconductor Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
James M Inhofe,06/28/2018,07/12/2018,ST,Sensata Technologies Holding PLC,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,06/28/2018,07/12/2018,LEA,Lear Corporation,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,06/28/2018,07/12/2018,APTV,Aptiv PLC,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
Susan M Collins,06/04/2018,07/10/2018,NSRGY,Nestlé S.A.,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,UNH,UnitedHealth Group Incorporated,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,SLB,Schlumberger Limited,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/18/2018,07/10/2018,PEP,"PepsiCo, Inc.",Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/18/2018,07/10/2018,NSRGY,Nestlé S.A.,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,CMCSA,Comcast Corporation,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,UNH,UnitedHealth Group Incorporated,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,TMO,Thermo Fisher Scientific Inc.,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/04/2018,07/10/2018,MRK,"Merck &amp; Co., Inc.",Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/18/2018,07/10/2018,STZ,"Constellation Brands, Inc.",Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,06/13/2018,07/10/2018,--,"Augusta ME 051411VB9 <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 06/01/2020</div>",Municipal Security,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
John Hoeven,06/27/2018,07/10/2018,T,AT&amp;T Inc.,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
Dianne Feinstein,07/09/2018,07/09/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
"David A Perdue , Jr",07/05/2018,07/06/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",07/05/2018,07/06/2018,GM,General Motors Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",07/05/2018,07/06/2018,GM,General Motors Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",07/02/2018,07/06/2018,MYL,Mylan N.V.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/26/2018,07/06/2018,SU,Suncor Energy Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/15/2018,07/06/2018,TWX,Time Warner Inc. (Exchanged) <br> AT&amp;T Inc. (Received),Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/14/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",07/02/2018,07/06/2018,MYL,Mylan N.V.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/13/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/13/2018,07/06/2018,FDC,First Data Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/26/2018,07/06/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/28/2018,07/06/2018,BOIVF,Bollore,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/28/2018,07/06/2018,CZR,Caesars Entertainment Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/27/2018,07/06/2018,BOIVF,Bollore,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/27/2018,07/06/2018,CZR,Caesars Entertainment Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/27/2018,07/06/2018,SPY,SPDR S&amp;P 500 ETF,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/26/2018,07/06/2018,BOIVF,Bollore,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/25/2018,07/06/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/25/2018,07/06/2018,RF,Regions Financial Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/25/2018,07/06/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/22/2018,07/06/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/22/2018,07/06/2018,RF,Regions Financial Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,FOX,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,KMI,"Kinder Morgan, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,OKE,"ONEOK, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,BRK-B,Berkshire Hathaway Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,UHAL,AMERCO,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,LNG,"Cheniere Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,LNG,"Cheniere Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,RF,Regions Financial Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/21/2018,07/06/2018,RF,Regions Financial Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/20/2018,07/06/2018,CZR,Caesars Entertainment Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/20/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/19/2018,07/06/2018,T,AT&amp;T Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/19/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/14/2018,07/06/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/14/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/13/2018,07/06/2018,--,"GWINNETT CNTY GA SCH DIST GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/25</div>",Municipal Security,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/13/2018,07/06/2018,SBUX,Starbucks Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",07/03/2017,07/06/2018,OKE,"ONEOK PARTNERS (Exchanged) <br> ONEOK, Inc. (Received)",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/11/2018,07/06/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/11/2018,07/06/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/08/2018,07/06/2018,FDC,First Data Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/06/2018,07/06/2018,USG,USG Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/04/2018,07/06/2018,USG,USG Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/01/2018,07/06/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/04/2018,07/06/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",06/04/2018,07/06/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
Gary C Peters,06/05/2018,07/03/2018,--,"NORDSTROM INC B/E 04.000% 031527 DTD030917 <div class=""text-muted""><em>Rate/Coupon:</em> 04.000%<br> <em>Matures:</em> 03/15/27</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,05/23/2018,07/03/2018,--,"GENERAL ELEC CAP CORP 04.050% 021527 DTD022412 <div class=""text-muted""><em>Rate/Coupon:</em> 04.050%<br> <em>Matures:</em> 02/15/27</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,05/21/2018,07/03/2018,SHW,The Sherwin-Williams Company,Stock,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,05/23/2018,07/03/2018,--,"MASON MICH PUB SCHS DIST SCH BLDG AND SITE BDS 2018-1 MICHIGAN SCHOOL BOND LOAN FUND (Q-SBLF) DUE 05/01/2038 <div class=""text-muted""><em>Rate/Coupon:</em> 3.375%<br> <em>Matures:</em> 05/01/2038</div>",Municipal Security,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,06/27/2018,07/03/2018,--,"AMARILLO TEX GO BDS2018 <div class=""text-muted""><em>Rate/Coupon:</em> 3.50%<br> <em>Matures:</em> 02/15/2039</div>",Municipal Security,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,06/05/2018,07/03/2018,--,"HUMANA INC NTS B/E 03.950% 031527 DTD031617 <div class=""text-muted""><em>Rate/Coupon:</em> 03.950%<br> <em>Matures:</em> 03/15/2027</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Pat Roberts,06/25/2018,06/28/2018,AMZN,"Amazon.com, Inc.",Stock,"$15,001 - $50,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,06/25/2018,06/28/2018,NFLX,"Netflix, Inc.",Stock,"$50,001 - $100,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,06/22/2018,06/28/2018,CVX,Chevron Corporation,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,06/22/2018,06/28/2018,NFLX,"Netflix, Inc.",Stock,"$50,001 - $100,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,06/22/2018,06/28/2018,AMZN,"Amazon.com, Inc.",Stock,"$15,001 - $50,000",Pat Roberts,Pat,Roberts,Pat Roberts
Richard M Burr,06/27/2018,06/27/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
Richard M Burr,06/27/2018,06/27/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
John Boozman,06/21/2018,06/21/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,John Boozman,John,Boozman,John Boozman
James M Inhofe,06/19/2018,06/20/2018,CRSP,CRISPR Therapeutics AG,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,06/04/2018,06/20/2018,BMY,Bristol-Myers Squibb Company,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,05/29/2018,06/20/2018,CLR,"Continental Resources, Inc.",Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
John Hoeven,06/07/2018,06/14/2018,MET,"MetLife, Inc.",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,06/07/2018,06/14/2018,CVS,CVS Health Corporation,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,06/01/2018,06/14/2018,AMZN,"Amazon.com, Inc.",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
"A. Mitchell Mcconnell, Jr.",06/01/2018,06/13/2018,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000",A. Mitchell Mcconnell,A.,Mcconnell,A. Mcconnell
Susan M Collins,05/08/2018,06/12/2018,JPM,JPMorgan Chase &amp; Co.,Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,05/08/2018,06/12/2018,USB,U.S. Bancorp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,05/04/2018,06/12/2018,HOLX,"Hologic, Inc.",Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Dianne Feinstein,06/11/2018,06/11/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
Pat Roberts,05/16/2018,06/11/2018,--,"Amazon.com, Inc.",Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Tina Smith,06/01/2018,06/11/2018,TCMD,"Tactile Systems Technology, Inc.",Stock,"$100,001 - $250,000",Tina Smith,Tina,Smith,Tina Smith
Tina Smith,06/01/2018,06/11/2018,TCMD,"Tactile Systems Technology, Inc.",Stock,"$100,001 - $250,000",Tina Smith,Tina,Smith,Tina Smith
Tina Smith,06/01/2018,06/11/2018,PODD,Insulet Corporation,Stock,"$100,001 - $250,000",Tina Smith,Tina,Smith,Tina Smith
Shelley M Capito,05/17/2018,06/09/2018,RCL,Royal Caribbean Cruises Ltd.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,05/18/2018,06/09/2018,BNPQY,BNP Paribas SA,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,05/18/2018,06/09/2018,--,"Amadeus IT Group, S.A.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,05/17/2018,06/09/2018,DWDP,DowDuPont Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Patrick J Toomey,05/16/2018,06/07/2018,--,Revere Bank,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,05/02/2018,06/07/2018,BOX,"Box, Inc.",Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,05/02/2018,06/07/2018,BOX,"Box, Inc.",Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Sheldon Whitehouse,05/07/2018,06/07/2018,C,Citigroup Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,AMZN,"Amazon.com, Inc.",Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,CB,Chubb Limited,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,HD,"The Home Depot, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,MCD,McDonald's Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/24/2018,06/07/2018,F,Ford Motor Company,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/24/2018,06/07/2018,ETN,Eaton Corporation plc,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/24/2018,06/07/2018,BUD,Anheuser-Busch InBev SA/NV,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/24/2018,06/07/2018,ADI,"Analog Devices, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/24/2018,06/07/2018,IBM,International Business Machines Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,TSLA,"Tesla, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,05/07/2018,06/07/2018,MGA,Magna International Inc.,Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Thomas R Carper,05/24/2018,06/04/2018,--,Nvent Electric,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/24/2018,06/04/2018,--,The Scotts Miracle-Gro Group,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/18/2018,06/04/2018,--,Aberdeen Ultra Short Muni Income Inst,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/17/2018,06/04/2018,--,Lord Abbett Ultra Short Bond Fd,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/11/2018,06/04/2018,--,Arrow Managed Futures Strategies A,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/11/2018,06/04/2018,--,Catalyst Millburn Hedged Strategies I,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Alpine Ultra-Short Muni Income I,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Ishares Ibonds Dec 2019 Trm Corp,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Kraneshares Bosera MSCI China A,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,SPDR S&amp;P Aerospace &amp; Def ETF,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,ETFMG Prime Mobile Payments ETF,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/11/2018,06/04/2018,--,Arrow Managed Futures Strategies A,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/11/2018,06/04/2018,--,Catalyst Millburn Hedged Strategies I,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,National Presto Corp,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Harris Corp Delaware,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Iron Mountain,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Ishares Ibonds Dec 2019 Trm Corp,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Ishares Ibonds Dec 2018 Trm Corp,Other Securities,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,Newell Corp,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,05/01/2018,06/04/2018,--,CVS Health,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
John Hoeven,05/23/2018,06/04/2018,T,AT&amp;T Inc.,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,05/23/2018,06/04/2018,GIS,"General Mills, Inc.",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
"David A Perdue , Jr",05/31/2018,06/04/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/29/2018,06/04/2018,BAC,Bank of America Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/29/2018,06/04/2018,UHAL,AMERCO,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/25/2018,06/04/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/24/2018,06/04/2018,DIS,The Walt Disney Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
