title,lyrics
Baby,"Oh whoa
Oh whoa
Oh whoa

You know you love me, I know you care
Just shout whenever and I’ll be there
You are my love, you are my heart
And we will never, ever, ever be apart
Are we an item? Girl, quit playing
We’re just friends, what are you saying?
Said ""There’s another,"" and looked right in my eyes
My first love broke my heart for the first time, and I was like

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine

Oh, for you I would have done whatever
And I just can’t believe we ain't together
And I wanna play it cool, but I'm losing you
I'll buy you anything, I'll buy you any ring
And I'm in pieces, baby, fix me
And just shake me 'til you wake me from this bad dream
I'm going down, down, down, down
And I just can’t believe my first love won’t be around, and I'm like
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine


Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby no oh
Thought you’d always be mine, mine

I'm gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, gone, gone, I'm goneEmbedShare URLCopyEmbedCopy"
All Night Diner,"I wake up
I stretch out
I wonder what you're doin' right now
Yeah I slept, in my makeup again
Tell myself 'I must be crazy'
Thinkin' 'bout him
I find myself something decent to wear
Take the towel out of my hair
About that time, you call me
And I'm reminded, without you

I'd be a stranger in an all night diner
Waiting for a love to find her
Lonely like a harbor light
That's never seen a boat
Like a line in an old love letter
No one ever wrote

I go to work
Work all day
I'm a walking tape recorder
Of everything you say
Walk to the car, dig out my keys
Start thinkin' if you were with anyone but me
I'm a stranger in an all night diner
Waiting for a love to find her
Lonely like a harbor light
That's never seen a boat
Like a line in an old love letter
No one ever wrote

There you are
On the street
Just standing there, waiting on me
I show you, my new shoes
You say you love them
'Nd baby without you -

I'm a stranger in an all night diner
Waiting for a love to find her
Lonely like a harbor light
That's never seen a boat
Like a line in an old love letter
No one ever wrote

I wake up
I stretch out
I wonder what you're doin' right nowEmbedShare URLCopyEmbedCopy"
Reputation Tour Costumes,"...Ready For It?I Did Something Bad, Gorgeous, Style, Love Story/You Belong With MeLook What You Made Me Do, End GameKing of My HeartDelicate, Shake It OffDancing With Our Hands Tied/So It Goes..., Surprise SongBlank SpaceDressBad Blood/Should've Said NoDon't Blame Me, Long Live/New Year's DayGetaway CarWe Are Never Ever Getting Back Together/This Is Why We Can't Have Nice ThingsEmbedShare URLCopyEmbedCopy"
Silent Night,"Silent night, holy night
All is calm and all is bright
Round yon virgin mother and child
Holy infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, holy night
Shepherds quake at the sight
Glories stream from Heaven afar
Heavenly hosts sing Hallelujah
Christ the Saviour is born
Christ our Saviour is born

Silent night, holy night
Son of God
Love's pure light
Radiant beams from thy holy face
With the dawn of redeeming grace
Jesus Lord at thy birth
Jesus Lord at thy birth

Hallelujah!
Hallelujah!
Hallelujah!
Christ the Saviour is bornEmbedShare URLCopyEmbedCopy"
Bad Blood/Should’ve Said No,"’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kind of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you come in my way
Just don't

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood
You should've said, ""No"", you should've gone home
You should've thought twice 'fore you let it all go
You should've know that word, 'bout what you did with her
Get back to me (Bad blood!)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me

Band-aids don't fix bullet holes
You say sorry just for show
You live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!EmbedShare URLCopyEmbedCopy"
“Songs Taylor Loves” Playlist,"September 2017 UploadBanks - Crowded Places
The National - Dark Side of the Gym
Shawn Mendes - Bad Reputation
Bleachers - Let's Get Married
SYML - Better
Vindata, Skrillex, and NSTASIA - Favor
Charli XCX - Boys
Ryan Hurd - Love in a Bar
Cigarettes After Sex - Nothing's Gonna Hurt You Baby
HUNGER - Amused
The Pierces - We Are Stars
Lana Del Rey - Love
Khalid - Shot Down
The Airborne Toxic Event - Sometime Around Midnight
Betty Who - Blue Heaven Midnight Crush
Good Old War - Part of Me
Danny Padilla - Too Bad
Toulouse - I Will Follow You
Dermot Kennedy - Boston
Liam Gallagher - For What It's Worth
Gabrielle Aplin - Miss You
The National - Carin at the Liquor Store
Maren Morris - Sugar
Dum Dum Girls - Coming Down
Rihanna - Close To You
Ariana Grande - Everyday (feat. Future)
Marc E. Bassy - Plot Twist (feat. KYLE)
James Cherry - Hold On
The-Dream - Code Blue
The xx - I Dare You
Lana Del Rey - Tomorrow Never Came (feat. Sean Ono Lennon)
Keaton Hansen - Alright
Aquilo - You Won't Know Where You Stand
Kehlani - Advice
Niall Horan - Too Much To Ask
NEIKED - Sexual (feat. Dyo)
Volcano Choir - Comrade
Joel Baker - No One In Heaven
Midland - Drinkin' Problem
The Chainsmokers & Coldplay - Something Just Like This
Kesha - Learn To Let Go
Halsey - Is There Somewhere
James Blunt - Love Me Better
Kendrick Lamar - LOVE. (feat. Zacari)
Childish Gambino - Redbone
Kings of Leon - Reverend
LANY - pink skies
The Japanese House - Clean
Dierks Bentley - Black
Colouring - Symmetry
Jon Bellion - 80's Films
Daniel Caesar - Japanese Denim
Wrabel - Bloodstain
Bon Iver - 8 (circle)
J HUS - Did You See
Ed Sheeran - Perfect
Iron & Wine - Call It Dreaming
Rihanna - Kiss It Better
Cole Swindell - Middle of a Memory
Lady Gaga - The Cure
Selena Gomez - Nobody
Brett Young - Like I Loved You
Sleeping At Last - Atlas: Body
Haux - Youth
Miley Cyrus - Malibu
Chris Stapleton - Fire Away
HAIM - Ready For You
Aaron Espe - Making All Things NewFebruary 2018 UpdateBazzi - Mine
Marianas Trench - Rhythm of Your Heart
Rex Orange County - Loving Is Easy
Haux - Heartbeat
LANCO - Pick You Up
LANCO - Win You Over
Dan + Shay - Tequila
Cash Cash and Dashboard Confessional - Belong
Sylvan Esso - There Are Many Ways To Say I Love You
Yoke Lore - Truly Madly Deeply
BØRNS - I Don't Want U Back
Charli XCX - Unlock It (feat. Kim Petras and Jay Park)
Eighty Ninety - Your Favorite Song
EXES - Taxi
Haux - Cologne
Lady Antebellum - Heart Break
Julia Michaels - Heaven
Anderson East - Always Be My Baby
Taylor Swift - Delicate
G-Eazy - Good Life (feat. Kehlani)
Kehlani - Honey
Kendrick Lamar and SZA - All The Stars
DeJ Loaf - Big Ole Boss
DeJ Loaf - No Fear
Joy Williams - Don't Let Me Down
The Hunna - She's Casual
Majid Jordan - Her
Camila Cabello - Real Friends
Majid Jordan - One I Want (feat. PARTYNEXTDOOR)
Jhené Aiko - While We're Young
Taylor Swift - End Game (feat. Future and Ed Sheeran)
Morningsiders - Honey Hold Me
Bootstraps - Replica
Holly Arrowsmith - Love Together
Trent Dabbs - Come Home Safe
John Vincent III - Back to My Ways
Bombargo - Mr. No Good
Noah Kahan - Hurt Somebody
Handsome Ghost - Harvest Moon
The Band CAMINO - Berenstein
S. Carey - More I See
Devin Dawson - All On Me
Devin Dawson - Asking For A Friend2EmbedShare URLCopyEmbedCopy"
You Don’t Have to Call  Me,"You don't have to call me
And say you're sorry
I'm already gone
You don't have to call me
And break my heart
Each time i try movin on, oh
You don't have to call, Anymore
Oh, Yeah
You don't have to call baby
You don't have to call me
And say you're sorry
I'm already gone
You don't have to call me
And break my heart
Each time i try movin on, oh
You don't have to call, Anymore
Oh, Yeah
You don't have to call baby
You don't have to call me
And say you're sorry
I'm already gone
You don't have to call me
And break my heart
Each time i try movin on, oh
You don't have to call, Anymore
Oh, Yeah
You don't have to call baby1EmbedShare URLCopyEmbedCopy"
Gracie,"My name's Gracie
I'll be five in May
Kind of scared cause
I've never been on a plane
My mama says that it'll be alright
Cause I'm going to see my daddy tonight
And she says that

There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do

My name's Heather
Guess we're on the same flight
Don't mind Gracie
She could talk to you all night
She's finally well enough to travel
Doctor says she's in the clear
She's been in and out of hospital
Since the beginning of the year
There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do

James T. Johnson
That's her daddy's name
He's been overseas
It'll be a year today
He never talked about being scared over the phone
He just said me and Gracie will come and take him on

There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do

And the people that we meet
As we go through the rain
There are no accidents in what we doEmbedShare URLCopyEmbedCopy"
Fearless Tour Costumes,"""You Belong With Me""""Our Song"" / ""Tell Me Why"" / ""Teardrops On My Guitar"" / ""Fearless""""Forever And Always""""Hey Stephen"" / ""Fifteen"" / ""Tim McGraw"" / ""White Horse""""Love Story""""The Way I Loved You"" / ""You're Not Sorry / What Goes Around.../Comes Around"" / ""Picture To Burn"" / ""Change""""I'm Only Me When I'm With You"" / ""Should've Said No""EmbedShare URLCopyEmbedCopy"
Stupid Boy,"Let me know, how's it feel
To be under my skin, wrapped around my heart
Is it like anywhere you've been?
And everything I do, I do it just for you

So why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy

I have been looking in, trying to read your mind
Give you the benefit of the doubt, every single time
And then you walk right by, I'm screaming out inside

Why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy
What happens when you wake up, to see that you've lost?
You take one look at me, cause that's what it cost
I just wanna be everything you need
Cause you're everything to me

So why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy

Let me know, how's it feel to be under my skin1EmbedShare URLCopyEmbedCopy"
Speak Now Tour Costumes,"""Sparks Fly"" / ""Mine"" / ""The Story Of Us""
""Our Song"" / ""Mean""""Back To December""""Better Than Revenge""""Speak Now"" / ""Fearless"" / ""Last Kiss"" / ""You Belong With Me"" / ""Dear John"" ""Enchanted""""Haunted""""Long Live""""Fifteen"" / ""Love Story""EmbedShare URLCopyEmbedCopy"
Delicate Speeches,"North America Leg One5/8/2018 - Glendale, AZ
5/11/2018 - Santa Clara, CA
5/12/2018 - Santa Clara, CA
5/18/2018 - Pasadena, CA
5/19/2018 - Pasadena, CA
5/22/2018 - Seattle, WA
5/25/2018 - Denver, CO
6/1/2018 - Chicago, IL
6/2/2018 - Chicago, ILEurope6/8/2018 - Manchester, England
6/9/2018 - Manchester, England
6/15/2018 - Dublin, Ireland
6/16/2018 - Dublin, Ireland
6/22/2018 - London, England
6/23/2018 - London, EnglandNorth America Leg Two6/30/2018 - Louisville, KY
7/7/2018 - Columbus, OH
7/10/2018 - Landover, MD
7/11/2018 - Landover, MD
7/13/2018 - Philadelphia, PA
7/14/2018 - Philadelphia, PA
7/17/2018 - Cleveland, OH
7/20/2018 - East Rutherford, NJ
7/21/2018 - East Rutherford, NJ
7/22/2018 - East Rutherford, NJ
7/26/2018 - Foxborough, MA
7/27/2018 - Foxborough, MA
7/28/2018 - Foxborough, MA
8/3/2018 - Toronto, Canada
8/4/2018 - Toronto, Canada
8/7/2018 - Pittsburgh, PA
8/10/2018 - Atlanta, GA
8/11/2018 - Atlanta, GA
8/14/2018 - Tampa, FL
8/18/2018 - Miami Gardens, FL
8/25/2018 - Nashville, TN
8/28/2018 - Detroit, MI
8/31/2018 - Minneapolis, MN
9/1/2018 - Minneapolis, MN
9/8/2018 - Kansas City, MI
9/15/2018 - Indianapolis, IN
9/18/2018 - St. Louis, MI
9/22/2018 - New Orleans, LA
9/29/2018 - Houston, TX
10/5/2018 - Arlington, TX
10/6/2018 - Arlington, TXOceania10/19/2018 - Perth, Australia
10/26/2018 - Melbourne, Australia
11/2/2018 - Sydney, Australia
11/6/2018 - Brisbane, Australia
11/9/2018 - Auckland, NZAsia11/20/2018 - Tokyo, Japan
11/21/2018 - Tokyo, JapanEmbedShare URLCopyEmbedCopy"
White Christmas,"I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten and children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white


I'm dreaming of a white Christmas
Just like the ones I used to know
So may your days be merry and bright
And may all your Christmases be white

May your days be merry and bright
And may all your Christmases be white1EmbedShare URLCopyEmbedCopy"
Tell Me,"It was something like a perfect start to this love yesterday
But now who are you?
I thought I knew
Your eyes happen now to look right through me
It’s like you forgot the words you whispered to me
They weren't true
It's like it wasn't you

Could you tell me what did I do?
Because it can't be we're already through
Did you sell me out for a fool after you held me?
Was that just what you do?
What did you need from me?
Tell me

Take time to realize
I know that people change their minds
But that was something I wished you would say to my face
But you ran away

Could you tell me what did I do?
Because it can't be we're already through
Did you sell me out for a fool after you held me?
Was that just what you do?
What did you need from me?
Tell me
If I had a reason or a simple goodbye
Baby, even a lie
Yeah, yeah

Tell me what did I do
'Cause, baby, suddenly we're already through
Did you sell me out for a fool after you held me?
Was that just what you do?
What did you need from me?
And tell me

And tell me
Oh-oh-oh, oh-yeah
And tell me
Tell meEmbedShare URLCopyEmbedCopy"
Christmases When You Were Mine,"Please take down the mistletoe
'Cause I don't want to think about that right now
'Cause everything I want is miles away
In a snow covered little town
My momma's in the kitchen, worrying about me
Season's greetings, hope you're well
Well I'm doing alright
If you were wondering
Lately I can never tell

I know this shouldn't be a lonely time
But there were Christmases when you were mine

I've been doing fine without you, really
Up until the nights got cold
And everybody's here, except you, baby
Seems like everyone's got someone to hold

But for me it's just a lonely time
'Cause there were Christmases when you were mine

Merry Christmas, everybody
That'll have to be something I just say this year
I'll bet you got your mom another sweater
And were your cousins late again?
When you were putting up the lights this year
Did you notice one less pair of hands?
I know this shouldn't be a lonely time
But there were Christmases when I didn't wonder how you are tonight
'Cause there were Christmases when you were mine

You were mineEmbedShare URLCopyEmbedCopy"
Am I Ready for Love,"Sometimes I wonder how it's going to feel
Will my first love be true and real?
Will I be ready when my heart starts to fall?
What will I do when my love comes to call?
And my daddy tells me that I light up his world
Everyday he says, darling you're my best girl
He tried to teach me from the very start
The meaning of love so nobody breaks my heart

Will my love come in a bowl of fire?
Will it be filled with hope and desire?
Will my love come in a pouring rain?
Am I ready for the joy, am I ready for the pain
Am I ready for the boy, am I ready for love

I know I'm not a little girl anymore
Cause I'm feeling things I've never felt before
Sweet sensations and anticipations
Calling commotion to my emotions
And I hear the words my daddy said to me
He said be true 2 yourself & keep your spirit free
And love will find you one way or another
Be good to yourself and be good to each other

It's a run around the world
And it's moving so fast
Though I want to find
A love that's going to last
A love so strong
That I can withstand
The weight of the world
In the palm of its hand

Will my love come in a bowl of fire?
Will it be filled with hope and desire?
Will my love come in a pouring rain?
Am I ready for the joy, am I ready for the pain
Am I ready for the boy, am I ready for this game
Am I ready for the kiss, am I ready for the stars
Am I ready for the bliss, am I ready for loveEmbedShare URLCopyEmbedCopy"
Just South of Knowing Why,"She didn't have a reason to go, oh no
She didn't have a reason to stay
Either way she didn't tell anyone about her first ray of sun
She looked at her keys and found a reason to run

And time stands still when you're nowhere bound
But I understand it somehow

If I could drive all night would I find my peace of mind?
Would it be a million miles of cold white lies
And unfamiliar exit signs?
I just drive on by, just south of knowing why

I didn't really know her that well
But I could tell that her smile was only something to hide behind
She felt so out of touch, because  she just felt too much
If you don't know what you want nothing's ever enough

And time stands still when you're nowhere bound
That's where I'm headed right now
If I could drive all night would I find my peace of mind?
Would it be a million miles of cold white lies
And unfamiliar exit signs?
I just drive on by, just south of knowing why

I don't have a plan, I don't have a map
I don't even know if I'm ever going back
I don't have a when and I don't have a where
I don't even know if I'll know when I'm there

But If I could drive all night would I find my peace of mind?
Would it be a million miles of cold white lies
And unfamiliar exit signs?
I just drive on by

I just drive on by, drive on, drive on
Drive all night
If I drive on, drive on, drive on
Drive all night, just south of knowing whyEmbedShare URLCopyEmbedCopy"
Being with My Baby,"All is quiet in the world tonight
Catching stars and fireflies
The summer sings a lullaby
With just me and my baby
On the hood of his daddy's car
Pass around his old guitar
Bet mama's wondering where we are
It's just me and my baby
The world is spinning round
Cause look just what I've found

Ooh, life's so sweet right here
Ooh, keeping it young and crazy
Ooh, just want to stay right here
Cause nothing's quite like being with my baby

Driving home by the river side
Wishing I could slow down time
Taking pictures in my mind
Both me and my baby
The car pulls up and I'm home too late
We didn't take that interstate
Back roads was a better way
For me and my baby
The closer that we get
Oh, I can't leave yet
Ooh, life's so sweet right here
Ooh, keeping it young and crazy
Ooh, just want to stay right here
Cause nothing's quite like being with my baby

Look at what we've found
So turn that car around

Ooh, life's so sweet right here
Ooh, keeping it young and crazy
Ooh, just want to stay right here
Ooh, hanging with my baby
Hanging with my baby, my babyEmbedShare URLCopyEmbedCopy"
Til Brad Pitt Comes Along,"Do you remember the day
I leaned up against your car
And it started rolling down the street?
You screamed and ran after it
And tried to open the door
And it ran over your foot
And I was too busy laughing on the ground to see

It would take Brad Pitt to leave you
It takes five seconds to need you
When I'm mad at all the lovebirds
'Cause they don't know to play our song
I wish that pretty girls couldn't see you
I wish that all your roads would lead you right to me
'Cause that's where you belong
Until Brad Pitt comes along

Do you remember the time we watched Carrie
And you said it reminded you of me?
And I threw the remote at you
And you said ""my point exactly""
And later on that night, under the neon city lights
You paid a homeless guy to sing a song to me
It would take Brad Pitt to leave you
It takes five seconds to need you
When I'm mad at all the lovebirds
'Cause they don't know to play our song
I wish that pretty girls couldn't see you
I wish that all your roads would lead you right to me
'Cause that's where you belong
Until Brad Pitt comes along

You call me lucky 'cause I lose everything
But I swear I'd be careful with it
If you gave me a ring

It would take Brad Pitt to leave you
It takes five seconds to need you
When I'm mad at all the lovebirds
'Cause they don't know to play our song
I wish that pretty girls couldn't see you
I wish that all your roads would lead you right to me
'Cause that's where you belong
Until Brad Pitt comes alongEmbedShare URLCopyEmbedCopy"
Monologue Song (La La La),"I like glitter and sparkly dresses
But I'm not going to talk about that
In my monologue
I like baking and things that smell like winter
But I'm not going to talk about that
In my monologue

La la la, la la la

I like writing songs about douche bags who cheat on me
But I'm not going to say that
In my monologue
I like writing their names into songs so they're ashamed to go in public
But I'm not going to say that
In my monologue

La la, la la la la la
This is my musical monologue

You might think I'd bring up Joe
The guy who broke up with me on the phone
But I'm not going to mention him
In my monologue
Hey Joe! I'm doing real well
Tonight I'm hosting SNL
But I'm not going to brag about that
In my monologue
La la la, ha ha ha
Ha ha ha, ha ha ha
La la la

And if you're wondering if I might
Be dating the werewolf from Twilight
I'm not going to comment on that
In my monologue

La la, la la la la la
This is my musical monologue

You might be expecting me to say
Something bad about Kanye
And how he ran up on the stage
And ruined my VMA monologue
But there's nothing more to say
'Cause everything's okay
I've got security lining this stage
This is my SNL monologue
La la, la la la la la
This is my SNL monologue
La la, la la la la la
That was my SNL monologue1EmbedShare URLCopyEmbedCopy"
Taylor Swift’s Reputation (Reputation Tour Intro),"Taylor Swift
Taylor Swift
Taylor Swift
Taylor Swift has declined to address that rumor-
Global superstar Taylor Swift (""and the winner is..."")
This is the first time photographers have caught T-Swift on film in six weeks
Taylor Swift
Taylor Swift
Grammys' youngest ever winner of Album of the Year, Fearless
Is there Bad Blood?
Taylor Swift is responsible for me being suspended
Taylor Swift is in hot water again
Taylor Swift is on top of the world, but has she done some sketchy things to get there?
Thirteen celebs who have issues with Taylor Swift
I felt like she was a little angry
Number thirteen
There she is leaving a restaurant
She holds too many grudges
Why did Taylor Swift-
You can see her feet at the very bottom, and can see her making her way into the car
I can understand trying to keep your relationship to yourself at the beginning, or needing to take some time to work on your craft
But come on!
And Taylor, voluntarily bringing attention to herself of her donations
What Swift did is not enough
Yeah, okay Tay, Whatever you say
I, I hate to say this, but I think Taylor Swift is learning a few lessons in life
All this drama is exhausting
Taylor Swift should focus on making the rest of reputation
Reputation
What it is-
Reputation
Taylor Swifts new romance is heating up
Reputation
And what has happened to the squad
Reputation
But at the same time, I think both-
Reputation
Taylor Swift takes the stand in court today
Taylor Swifts reputation
Reputation
Reputation
So instead we'll talk about Taylor Swift's reputation
Reputation
Reputation
So instead we'll talk about Taylor Swifts reputation
Reputation
Taylor Swifts reputation
So instead we'll talk about Taylor Swift's reputation
ReputationEmbedShare URLCopyEmbedCopy"
Smokey Black Nights,"Let's watch the tide chase the waves onto the sand
I wonder if a broken heart can feel the warmth of my hand
And I wonder what a piece of driftwood has seen all through his lifetime
Let's walk away the past through the smokey black nights

I've seen a million things
Spoke a million words
Now I only want to speak to you
Waiting for the words
Counting every bird
There's nothing I'd rather do
On the smokey black nights

Still through the haze I can make out constellations
I'll make one of you and me as we sit in the sand
And I saw that sunset gleaming as my eyes went wild
Let's walk away the past through the smokey black nights

I've played a thousand songs
Sang a thousand words
Now I only want to sing to you
Waited on a wire
Staring at the fire
There's nothing I'd rather do
On the smokey black nights
I've walked a thousand miles
Smiled a thousand smiles
Now I only smile when I'm with you
Waiting for the words
Counting every bird
There's nothing I'd rather do
On the smokey black nights

So walk with me as the sweet wind dances
I'll write a song for you and me on the smokey black nights1EmbedShare URLCopyEmbedCopy"
Christmas Must Be Something More,"What if ribbons and bows didn't mean a thing?
Would the song still survive without five golden rings?
Would you still wanna kiss without mistletoe?
What would happen if God never let it snow?
What would happen if Christmas carols told a lie?
Tell me, what would you find?

You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more

What if angels did not pay attention to
All the things that we wished they would always do?
What if happiness came in a cardboard box?
Then I think there is something we all forgot
What would happen if presents all went away?
Tell me, what would you find?

You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more
We get so caught up in all of it
Business and relationships
Hundred-mile-an-hour lives
And it's this time of year
And everybody's here
It seems the last thing on your mind

Is that the day holds something special
Something holy, not superficial
So here's to Jesus Christ who saved our lives
It's something we all try to ignore
And put a wreath up on your door
But here's something you should know that is for sure
Christmas must be something
Christmas must be something
Christmas must be something more

There's gotta be more
There's gotta be moreEmbedShare URLCopyEmbedCopy"
Better Off,"I live down the street in a broken down house
And a car up on blocks in the driveway
The moment we meet, there was never a doubt
That we won't forget this Sunday
It starts with a smile, and we walk a few miles
And it all leads to this - our first kiss

All my friends are saying
Girl, what are you thinking?
You're better off
You're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
They can talk forever, they just don't know better

We drive around town in a rusty old truck
Somehow it feels like we're flying
Don't want to come down
But they make it so tough
Cause everyone we know is trying
To push us apart hide it down in our hearts
And they get what they want cause you're gone
All my friends are saying
Girl, why are you crying?
You're better off, you're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
They can talk forever, they just don't know better

You come to my door
In the pouring rain
We know what we don't have to say
You hand me a rose and a note that says
We don't have to do things their way

All my friends are saying
Girl, what are you thinking?
You're better off, you're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
Well, they can talk forever, they just don't know better2EmbedShare URLCopyEmbedCopy"
Writing Songs About You,"I can't believe you did it again
Walked by and took my heart with you
Why did you have to look so good?
Don't you know that I'm trying to hate you
Trying to have a dream without you in it
But how can I put out this fire
When you're the one who lit it

I can't wait for the day I stop pretending
That I'm really OK when I'm not
I want to know how it feels to be
Over you for real
Until I do
I'll keep writing songs about you

I've got a stack of papers so high
And it's all about you baby
Keep thinking maybe I
Can make sense of something crazy
Something I can't get out of my Head
I write your name I write your name
Then I tear it all to shreds
I can't wait for the day I stop pretending
That I'm really OK when I'm not
I want to know how it feels to be
Over you for real
Until I do
I'll keep writing songs about you

And if you ever change your mind
And want me back again
I hope these songs will remind me
Why I shouldn't let you in

I can't wait for the day I stop pretending
That I'm really OK cause I'm not
I want to know how it feels to be
Over you for real
Until I do

I'll just wait for the day
I stop pretending
That I'm really OK when I'm not
I want to know how it feels to be over you for real
Till I do
I'll keep writing songs about youEmbedShare URLCopyEmbedCopy"
All of the Girls,"A heart is drawn around your name
In someone's handwriting, not mineEmbedShare URLCopyEmbedCopy"
Ten Dollars and a Six Pack,"You were what I wanted when I wanted what I just couldn't have
You were country lovin'
Really somethin' for three months and a half
Everybody said that you were bad news
But, baby, I was betting on you

So I guess I owe my friends ten dollars and a six pack
Got myself a big country serving of payback
I guess I'm gonna have to listen to my mama's ""I told you so""
But you ain't worth all that, ten dollars and a six pack

I said, ""let them say we're crazy,"" you said, ""let's go fishing tonight""
The midnight moon was blazing baby, I was looking into your eyes
Everything changed when you took me to town
Caught you staring every other girl down

So I guess I owe my friends ten dollars and a six pack
Got myself a big country serving of payback
I guess I'm gonna have to listen to my mama's ""I told you so""
But you ain't worth all that, ten dollars and a six pack

Can't believe the time you lost me
Can't believe what it cost me
I owe my friends ten dollars and a six pack
Got myself a big country serving of payback
Had to go and listen to my mama's ""I told you so""
You ain't never been through that
You ain't worth all that, ten dollars and a six pack
You ain't worth all that, ten dollars and a six packEmbedShare URLCopyEmbedCopy"
