title,lyrics
The Best Is Yet to Come,"Out of the tree of life I just picked me a plum
You came along and everything started to hum
Still it's a real good bet the best is yet to come
The best is yet to come and, babe, won't that be fine?
You think you've seen the sun but you ain't seen it shine
Wait till the warm-up's underway
Wait till our lips have met
And wait till you see that sunshine day
You ain't seen nothin' yet!
The best is yet to come and, babe, won't it be fine?
The best is yet to come, come the day you're mine
Come the day you're mine, I'm gonna teach you to fly
We've only tasted the wine
We're gonna drain the cup dry
Wait till your charms are right for these arms to surround
You think you've flown before but, baby, you ain't left the ground
Wait till you're locked in my embrace
Wait till I draw you near
Wait till you see that sunshine place
Ain't nothin' like it here!
The best is yet to come and, babe, won't it be fine
The best is yet to come, come the day you're mine
Come the day you're mine
And you're gonna be mineEmbedShare URLCopyEmbedCopy"
"Baby, I’m in the Mood for You","Sometimes I’m in the mood, I want to leave my lonesome home
And sometimes I’m in the mood, I want to hear my milk cow moan
And sometimes I’m in the mood, I want to hit that highway road
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, Lord, I had my overflowing fill
Sometimes I’m in the mood, I’m going to make out my final will
Sometimes I’m in the mood, I’m going to head for the walking hill
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I want to lay right down and die
Sometimes I’m in the mood, I want to climb up to the sky
Sometimes I’m in the mood, I’m going to laugh until I cry
But then again, I said again, I said again, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I’m going to sleep in my pony’s stall
Sometimes I’m in the mood, I ain’t going to do nothing at all
Sometimes I’m in the mood, I want to fly like a cannonball
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you
Sometimes I’m in the mood, I want to back up against the wall
Sometimes I’m in the mood, I want to run till I have to crawl
Sometimes I’m in the mood, I ain’t going to do nothing at all
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I want to change my house around
Sometimes I’m in the mood, I’m going to make a change in this here town
Sometimes I’m in the mood, I’m going to change the world around
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for youEmbedShare URLCopyEmbedCopy"
The Ballad of Ira Hayes,"Gather round you people and a story I will tell
About a brave young Indian you should remember well
From the tribe of Pima Indians, a proud and a peaceful band
They farmed the Phoenix Valley in Arizona land
Down their ditches for a thousand years the sparkling water rushed
Till their white man stole their water rights and the running water hushed
Now Ira's folks were hungry and their farms when crops of weeds
But when war came he volunteers and forgot, the white man's greed
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
Yes, call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war

They started up Iwo Jima Hill, 250 men
But only 27 lived to walk back down that hill again
And when the fight was over and the old glory raised
One of the men who held it high was the Indian Ira Hayes
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war

Now Ira returned a hero, celebrated throughout the land
He was wined and speeched and honored, everybody shook his hand
But he was just a Pima Indian, no money crops, no chance
And at home nobody cared what Ira had done and the wind did the Indian's dance
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
And Ira started drinking hard, jail was often his home
They let him raise the flag there and lower it like you'd throw a dog a bone
He died drunk early one morning, alone in the land he had fought to save
Two inches of water in a lonely ditch was the grave for Ira Hayes
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
Yes, call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war

Yes, call him, Drunken Ira Hayes, but his land is still as dry
And his ghost is lying thirsty in the ditch where Ira died
Call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to war
Yes, call him, Drunken Ira Hayes, he won't answer anymore
Not the whiskey-drinking Indian or the marine who went to warEmbedShare URLCopyEmbedCopy"
Polka Dots and Moonbeams,"A country dance was being held in a garden
I felt a bump and heard an, ""Oh, beg your pardon""
Suddenly I saw polka dots and moonbeams
All around a pug-nosed dream

The music started and was I the perplexed one?
I held my breath and said, ""May I have the next one?""
In my frightened arms, polka dots and moonbeams
Sparkled on a pug-nosed dream

There were questions in the eyes of other dancers
As we floated over the floor
There were questions but my heart knew all the answers
And perhaps a few things more

Now in a cottage built of lilacs and laughter
I know the meaning of the words, ""ever after""
And I'll always see polka dots and moonbeams
When I kiss the pug-nosed dreamEmbedShare URLCopyEmbedCopy"
True Love Tends to Forget,"I’m getting weary looking in my baby’s eyes
When she’s near me she’s so hard to recognize
I finally realize there’s no room for regret
True love, true love, true love tends to forget

Hold me, baby be near
You told me that you’d be sincere
Every day of the year’s like playing’ Russian roulette
True love, true love, true love tends to forget

I was lying’ down in the reeds without any oxygen
I saw you in the wilderness among the men
Saw you drift into infinity and come back again
All you got to do is wait and I’ll tell you when

You’re a tearjerker, baby, but I’m under your spell
You’re a hard worker, baby, and I know you well
But this weekend in hell is making me sweat
True love, true love, true love tends to forget

You belong to me, baby, without any doubt
Don’t forsake me, baby, don’t sell me out
Don’t keep me knocking’ about from Mexico to Tibet
True love, true love, true love tends to forget1EmbedShare URLCopyEmbedCopy"
Shot of Love,"I need a shot of love, I need a shot of love

Don’t need a shot of heroin to kill my disease
Don’t need a shot of turpentine, only bring me to my knees
Don’t need a shot of codeine to help me to repent
Don’t need a shot of whiskey, help me be president


Doctor, can you hear me? I need some Medicaid
I seen the kingdoms of the world and it’s making me feel afraid
What I got ain’t painful, it’s just bound to kill me dead
Like the men that followed Jesus when they put a price upon His head


I don’t need no alibi when I’m spending time with you
I’ve heard all of them rumors and you have heard them too
Don’t show me no picture show or give me no book to read
It don’t satisfy the hurt inside nor the habit that it feeds

Why would I want to take your life?
You’ve only murdered my father, raped his wife
Tattooed my babies with a poison pen
Mocked my God, humiliated my friends


Don’t want to be with nobody tonight
Veronica not around nowhere, Mavis just ain’t right
There’s a man that hates me and he’s swift, smooth and near
Am I supposed to set back and wait until he’s here?


What makes the wind want to blow tonight?
Don’t even feel like crossing the street and my car ain’t actin’ right
Called home, everybody seemed to have moved away
My conscience is beginning to bother me today


I need a shot of love, I need a shot of love
If you’re a doctor, I need a shot of loveEmbedShare URLCopyEmbedCopy"
My One and Only Love,"The very thought of you makes my heart sing
Like an April breeze on the wings of spring
And you appear in all your splendor
My one and only love
The shadows fall and spread their mystic charms
In the hush of night while you're in my arms
I feel your lips so warm and tender
My one and only love
The touch of your hand is like heaven
A heaven that I've never known
And the blush on your cheek whenever I speak
Tells me that you are my own
You fill my eager heart with such desire
Every kiss you give sets my soul on fire
I give myself in sweet surrender
My one and only love
The touch of your hand is like heaven
A heaven that I've never known
And the blush on your cheek whenever I speak
Tells me that you are my own
You fill my eager heart with such desire
Every kiss you give sets my soul on fire
I give myself in sweet surrender
My one and only loveEmbedShare URLCopyEmbedCopy"
Stormy Weather,"Don't know why
Theres no sun up in the sky
Stormy weather
Since my gal and I ain't together
Keeps raining all the time

Life is bare
Gloom and misery everywhere
Stormy weather
Just can't get my poor old self together
I'm weary all the time
The time
So weary all of the time

When she went away
The blues walked in and they met
If she stays away that old rocking chair's gonna get me
All I do is pray the Lord above is gonna let me
Walk in the sun once more

Can't go on
Everything I have is gone
Stormy weather
Since my gal and I ain't together
Keeps raining all the time
Keeps raining all of the timeEmbedShare URLCopyEmbedCopy"
Lord Protect My Child,"For his age, he’s wise
He’s got his mother’s eyes
There’s gladness in his heart
He’s young and he’s wild
My only prayer is, if I can’t be there
Lord, protect my child

As his youth now unfolds
He is centuries old
Just to see him at play makes me smile
No matter what happens to me
No matter what my destiny
Lord, protect my child

The whole world is asleep
You can look at it and weep
Few things you find are worthwhile
And though I don’t ask for much
No material things to touch
Lord, protect my child

He’s young and on fire
Full of hope and desire
In a world that’s been raped and defiled
If I fall along the way
And can’t see another day
Lord, protect my child
There’ll be a time I hear tell
When all will be well
When God and man will be reconciled
But until men lose their chains
And righteousness reigns
Lord, protect my childEmbedShare URLCopyEmbedCopy"
O’ Little Town of Bethlehem,"O' little town of Bethlehem
How still we see thee lie
Above thy deep and dreamless sleep
The silent stars go by
Yet in thy dark streets shine
An everlasting Light
The hopes and fears of all the years
Are met in thee tonight

How silently, how silently
The wondrous gift is given
So God imparts to human hearts
The blessings of all His heaven
No ear may hear His coming
But in this world of sin
Where meek souls will receive Him still
The dear Christ enters in
AmenEmbedShare URLCopyEmbedCopy"
"If You See Her, Say Hello (9/16/74, Take 1)","If you see her say hello she might be in Tangier
She left here last early spring, Is living there I hear
Say for me that I'm alright, though new things come and go
She might think that I’ve forgotten her, don't tell her it isn't so

We had a fallen out, like lovers often will
But to think of how she left that night, it still brings me a chill
And though our separation it pierced me to the heart
She still lives inside of me, we’ve never been apart

If you're making love to her, kiss her for the kid
Who always has respected her for doing what she did
Oh, I know it had to be that way, It was written in the cards
Still the bitter taste still lingers on, it all came down so hard

I see a lot of people as I make the rounds
And I hear her name both here and there as I go from town to town
And I've never gotten used to it, I've just learned to turn it off
Either I'm too sensitive, or else I'm getting soft

Sundown, yellow moon, I replay the past
I know every scene by heart, they all went by so fast
If she's passing back this way, I'm not that hard to find
Tell her she can look me up, If she’s got the timeEmbedShare URLCopyEmbedCopy"
Why Was I Born?,"Why was I born tell me why I am living
What do I give or what am I'm giving
What do I want anything I can not hope for
What can I hope for I wish I knew
Why do I try to draw you near me
Honey tell me why do I cry
Cause you're never gonna hear me
I'm a poor fool
But what can I do, I do
Why was I born to love you
Why do I try to draw you near me
Honey tell me why do I cry
Cause you're never gonna hear me
I'm a poor fool
But what can I do, I do
Why was I born to love youEmbedShare URLCopyEmbedCopy"
When the Night Comes Falling from the Sky,"Look out across the fields, see me returning
Smoke is in your eye, you draw a smile
From the fireplace where my letters to you are burning
You’ve had time to think about it for a while

Well, I’ve walked two hundred miles, now look me over
It’s the end of the chase and the moon is high
It won’t matter who loves who
You’ll love me or I’ll love you
When the night comes falling
When the night comes falling
When the night comes falling from the sky

I can see through your walls and I know you’re hurting
Sorrow covers you up like a cape
Only yesterday I know that you’ve been flirting
With disaster you somehow managed to escape

Well, I can’t provide for you no easy answers
Who are you that I should have to lie?
You’ll know all about it, love
It’ll fit you like a glove
When the night comes falling
When the night comes falling
When the night comes falling from the sky

I can hear your trembling heart beat like a river
You must have been protecting someone last time I called
I’ve never asked you for nothing that you couldn’t deliver
I’ve never asked you to set yourself up for a fall

I saw thousands who could have overcome the darkness
For the love of a lousy buck, I’ve watched them die
Stick around, baby, we’re not through
Don’t look for me, I’ll see you
When the night comes falling
When the night comes falling
When the night comes falling from the sky

In your teardrops, I can see my own reflection
It was on the northern border of Texas where I crossed the line
I don’t want to be a fool starving for affection
I don’t want to drown in someone else’s wine

For all eternity I think I will remember
That icy wind that’s howling in your eye
You will seek me and you’ll find me
In the wasteland of your mind
When the night comes falling
When the night comes falling
When the night comes falling from the sky
Well, I sent you my feelings in a letter
But you were gambling for support
This time tomorrow I’ll know you better
When my memory is not so short

This time I’m asking for freedom
Freedom from a world which you deny
And you’ll give it to me now
I’ll take it anyhow
When the night comes falling
When the night comes falling
When the night comes falling from the sky1EmbedShare URLCopyEmbedCopy"
"Idiot Wind (9/19/74, Take 4, Remake)","Someone’s got it in for me, they’re planting stories in the press
Whoever it is I wish they’d cut it, but when they will I can only guess
They say I shot a man named Gray and took his wife to Italy
She inherited a million bucks and when she died it came to me
I can’t help it if I’m lucky

People see me all the time and they just can’t remember how to act
Their minds are filled with big ideas, images and distorted facts
Even you, yesterday you had to ask me where it was at
I couldn’t believe after all these years, you didn’t know me any better than that
Sweet lady

Idiot wind, blowing every time you move your mouth
Going down the backroads heading south
Idiot wind, blowing every time you move your teeth
You’re an idiot, babe
It’s a wonder that you still know how to breathe

I threw the I-Ching yesterday, it said there'd be some thunder at the well
I haven't tasted peace and quiet, for so long it seems like living hell
There’s a lone soldier on the hill, watching falling raindrops pour
You'd never know it to look at him, at the final shot he won the war
After losing every battle
I woke up on the roadside, daydreaming about the way things sometimes are
Hoofbeats pounding in my head, at break-neck speed and making me see stars
You hurt the ones that I love best and cover up the truth with lies
One day you’ll be in the ditch, flies buzzing around your eyes
Blood on your saddle

Idiot wind, blowing through the flowers on your tomb
Blowing through the curtains in your room
Idiot wind, blowing every time you move your teeth
You’re an idiot, babe
It’s a wonder that you still know how to breathe

It was gravity which pulled us in and destiny which broke us apart
You tamed the lion in my cage but it just wasn’t enough to change my heart
Now everything’s a little upside down, as a matter of fact the wheels have stopped
What’s good is bad, what’s bad is good, you’ll find out when you reach the top
You’re on the bottom

I noticed at the ceremony, that you left your bags behind
The driver came in after you left, he gave them all to me, and then he resigned
The priest wore black on the seventh day and waltzed around while the building burned
You didn't trust me for a minute babe, I've never known the Spring to turn so quickly into Autumn
Idiot wind, blowing every time you move your jaw
From the Grand Coulee Dam to the Mardi Gras
Idiot wind, blowing every time you move your teeth
You’re an idiot, babe
It’s a wonder that you still know how to breathe

We pushed each other a little too far, and one day it just turned into a raging storm
The hound dog bayed beyond your trees, as I was packing up my uniform
Well, I figured I’d lost you anyway, why go on? What’s the use?
In order to get in a word with you
I’d have had to come up with some kind of excuse
And it just struck me kind of funny

I've been double-crossed too much, at times I think I've almost lost my mind
Ladykillers load dice on me, behind my back, while imitators steal me blind
You close your eyes and pout your lips and slip your fingers from your glove
You can have the best there is but it's going to cost you all your love
You won't get it for money

Idiot wind, blowing through the buttons of our coats
Blowing through the letters that we wrote
Idiot wind, blowing through the dust upon our shelves
We’re idiots, babe
It’s a wonder we can even feed ourselvesEmbedShare URLCopyEmbedCopy"
Life Is Hard,"The evening winds are still
I've lost the way and will
Can't tell you where they went
I just know what they meant
I'm always on my guard
Admitting life is hard
Without you near me

The friend you used to be
So near and dear to me
You slipped so far away
Where did we go a-stray
I pass the old schoolyard
Admitting life is hard
Without you near me

Ever since the day
The day you went away
I felt that emptiness so wide
I don't know what's wrong or right
I just know I need strength to fight
Strength to fight that world outside
Since we've been out of touch
I haven't felt that much
From day to barren day
My heart stays locked away
I walk the boulevard
Admitting life is hard
Without you near me

The sun is sinking low
I guess it's time to go
I feel a chilly breeze
In place of memories
My dreams are locked and barred
Admitting life is hard
Without you near me1EmbedShare URLCopyEmbedCopy"
Hazel,"Hazel, dirty-blonde hair
I wouldn’t be ashamed to be seen with you anywhere
You got something I want plenty of
Ooh, a little touch of your love

Hazel, stardust in your eye
You’re going somewhere and so am I
I’d give you the sky high above
Ooh, for a little touch of your love

Oh no, I don’t need any reminder
To know how much I really care
But it’s just making me blinder and blinder
Because I’m up on a hill and still you’re not there

Hazel, you called and I came
Now don’t make me play this waiting game
You’ve got something I want plenty of
Ooh, a little touch of your loveEmbedShare URLCopyEmbedCopy"
Pretty Boy Floyd,"If you'll gather 'round me, people
A story, I will tell
About Pretty Boy Floyd, an outlaw
Oklahoma knew him well
It was in the town of Shawnee
On a Saturday afternoon
His wife beside him in a wagon
As into town they rode
There a deputy sheriff approached him
In a manner rather rude
Using vulgar words of language
An' his wife, she overheard
Pretty Boy grabbed a log chain
And the deputy grabbed his gun
And in the fight that followed
He laid that deputy down
Now, he took to the hills and timber
To live the life of shame
Every crime in Oklahoma
Was added to his name
He took to the trees and timber
On the Canadian river shore
And Pretty Boy found a welcome
At every farmer's door
Others tell you of a stranger
That come to beg a meal
And underneath the napkin
Left a thousand-dollar bill
'Twas in Oklahoma City
It was on a Christmas Day
There come a whole car load of groceries
And a letter that did say:
You say that I'm an outlaw
You say that I'm a thief
Well, here's a Christmas dinner
For the families on relief
Well, it's through this world I've rambled
I've seen lots of funny men
Some will rob you with a six-gun
And some with a fountain pen
Well, it's through this world you ramble
It's through this world you roam
You won't never see an outlaw
Drive a family from their homeEmbedShare URLCopyEmbedCopy"
You Angel You,"You angel, you
Your essence got me under your wing
The way you walk and the way you talk
I feel I could almost sing
You angel, you
You're as fine as anything's fine
I just walk and watch you talk
With you memory of my mind
You know I can't sleep at night for trying
Yes I never did feel this way before
Never did get up and walk the floor
If this is love then gimme more
And more and more and more and more
You angel, you
You're as fine as can be
The way you walk and the way you talk
Is the way it ought to be
And oh, I can't sleep at night for trying
Never did feel this way before
Never did get up and walk the floor
If this is love then gimme more
And more and more and more
You angel, you
You got me under your wing
The way you walk and the way you talk
I swear it would make me singEmbedShare URLCopyEmbedCopy"
Turkey Chase,
Young at Heart,"Fairy tales can come true
It can happen to you if you're young at heart
For it's hard, you will find
To be narrow of mind if you're young at heart

You can go to extremes with impossible schemes
You can laugh when your dreams fall apart at the seams
And life gets more exciting with each passing day
And love is either in your heart or on it's way

Don't you know that it's worth
Every treasure on earth to be young at heart?
For as rich as you are
It's much better by far to be young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of being alive
And here is the best part, you have a head start
If you are among the very young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of being alive
And here is the best part, you have a head start
If you are among the very young at heartEmbedShare URLCopyEmbedCopy"
Like a Rolling Stone (Live),"Once upon a time you dressed so fine
You threw the bums a dime in your prime
Didn't you?
People'd call, say: ""Beware, doll, you're bound to fall""
You thought they were all
Kiddin' you
You used to laugh about
Everybody that was hanging out
Now you don't talk so loud
Now you don't seem so proud
About having to be scrounging
For your next meal
How does it feel?
How does it feel
To be without a home
Like a complete unknown
Like a rolling stone?
Oh, you've gone to the finest school, alright, miss lonely
But you know you only used to get
Juiced in it
Nobody's ever taught you how to live out on the street
And now you're gonna have to get
Used to it
You say you'd never compromise
With the mystery tramp, but now you realize
He's not selling any alibis
As you stare into the vacuum of his eyes
And say: ""Do you want to
Make a deal?""
How does it feel?
How does it feel
To be on your own
With no direction home
A complete unknown
Like a rolling stone?
Oh, you never turned around to see the frowns
On the jugglers and the clowns when they all did
Tricks for you
You never understood that it ain't no good
You shouldn't let other people get your
Kicks for you
You used to ride on the chrome horse with your diplomat
Who carried on his shoulder a siamese cat
Ain't it hard when you discover that
He really wasn't where it's at
After he took from you everything
He could steal?
How does it feel?
How does it feel
To hang on your home
With no direction home
Like a complete unknown
Like a rolling stone?
Princess on the steeple and all the pretty people
They're all drinking thinking that they
Got it made
Exchanging all their precious gifts
But you'd better take your diamond ring
You'd better pawn it, baby
You used to be so amused
At Napoleon in rags and the language that he used
Go to him now, he calls you, you can't refuse
When you ain't got nothing, you got nothing to lose
You're invisible now, you got no secrets
To conceal
How does it feel?
How does it feel
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone?EmbedShare URLCopyEmbedCopy"
I’ll Remember You,"I'll remember you
When I've forgotten all the rest
You to me were true
You to me were the best
When there is no more
You cut to the core
Quicker than anyone I knew
When I'm all alone
In the great unknown
I'll remember you

I'll remember you
At the end of the trail
I had so much left to do
I had so little time to fail
There's some people that
You don't forget
Even though you've only seen 'em one time or two
When the roses fade
And I'm in the shade
I'll remember you

Didn't I, didn't I try to love you?
Didn't I, didn't I try to care?
Didn't I sleep, didn't I weep beside you
With the rain blowing in your hair?
I'll remember you
When the wind blows through the piney wood
It was you who came right through
It was you who understood
Though I'd never say
That I done it the way
That you'd have liked me to
In the end
My dear sweet friend
I'll remember you1EmbedShare URLCopyEmbedCopy"
Delia,"Delia was a gambling girl, gambled all around
Delia was a gambling girl, she laid her money down
All the friends I ever had are gone

Delia's dear ol' mother took a trip out West
When she returned, little Delia gone to rest
All the friends I ever had are gone

Delia's daddy weeped, Delia's momma moaned
Wouldn't have been so bad if the poor girl died at home
All the friends I ever had are gone

Curtis' looking high, Curtis' looking low
He shot poor Delia down with a cruel forty-four
All the friends I ever had are gone

High up on the housetops, high as I can see
Looking for them rounders, looking out for me
All the friends I ever had are gone

Men in Atlanta, tryin' to pass for white
Delia's in the graveyard, boys, six feet out of sight
All the friends I ever had are gone
Judge says to Curtis, ""What's this noise about?""
""All about them rounders, Judge, tryin' to cut me out.""
All the friends I ever had are gone

Curtis said to the judge, ""What might be my fine?""
Judge says, ""Poor boy, you got ninety-nine.""
All the friends I ever had are gone

Curtis' in the jail house, drinking from an old tin cup
Delia's in the graveyard, she ain't gettin' up
All the friends I ever had are gone

Delia, oh Delia, how can it be?
You loved all them rounders, never did love me
All the friends I ever had are gone1EmbedShare URLCopyEmbedCopy"
Lenny Bruce,"Lenny Bruce is dead but his ghost lives on and on
Never did get any Golden Globe award, never made it to Synanon
He was an outlaw, that’s for sure
More of an outlaw than you ever were
Lenny Bruce is gone but his spirit’s livin’ on and on

Maybe he had some problems, maybe some things that he couldn’t work out
But he sure was funny and he sure told the truth and he knew what he was talkin’ about
Never robbed any churches nor cut off any babies’ heads
He just took the folks in high places and he shined a light in their beds
He’s on some other shore, he didn’t wanna live anymore

Lenny Bruce is dead but he didn’t commit any crime
He just had the insight to rip off the lid before its time
I rode with him in a taxi once
Only for a mile and a half, seemed like it took a couple of months
Lenny Bruce moved on and like the ones that killed him, gone

They said that he was sick ’cause he didn’t play by the rules
He just showed the wise men of his day to be nothing more than fools
They stamped him and they labeled him like they do with pants and shirts
He fought a war on a battlefield where every victory hurts
Lenny Bruce was bad, he was the brother that you never had2EmbedShare URLCopyEmbedCopy"
George Jackson,"I woke up this morning
There were tears in my bed
They killed a man I really loved
Shot him through the head
Lord, Lord, they cut George Jackson down
Lord, Lord, they laid him in the ground
Sent him off to prison
For a seventy dollar robbery
Closed the door behind him
And they threw away the key
Lord, Lord, they cut George Jackson down
Lord, Lord, they laid him in the ground
He wouldn't take shit from no one
He wouldn't bow down or kneel
Authorities, they hated him
Because he was just too real
Lord, Lord, they cut George Jackson down
Lord, Lord, they laid him in the ground
Prison guards, they cursed him
As they watched him from above
But they were frightened of his power
They were scared of his love
Lord, Lord, so they cut George Jackson down
Lord, Lord, they laid him in the ground
Sometimes I think this whole world
Is one big prison yard
Some of us are prisoners
The rest of us are guards
Lord, Lord, they cut George Jackson down
Lord, Lord, they laid him in the groundEmbedShare URLCopyEmbedCopy"
Railroad Bill,"Railroad Bill, Railroad Bill
He never worked, and he never will
And it's ride, ride, ride
Railroad Bill he was a mighty mean man
He shot the midnight lantern out of the brakeman's hand
And it's ride, ride, ride
Railroad Bill you know he took my wife
Said if I didn't like it, he would take my life
I'm gonna ride, ride, ride
Goin' up the mountain, goin' out west
.38 Spec a-stickin' out of my vest
I’m gonna ride, ride, ride
Buy me a pistol just as long as my arm
And shoot anybody who does me any harm
I’m gonna ride, ride, ride
Railroad Bill, Railroad Bill
He never worked, and he never will
Ride, ride, ride
Honey honey, honey think that I'm a fool
Think I would quit you when the weather is cool
Ride, ride, rideEmbedShare URLCopyEmbedCopy"
Stay with Me,"Should my heart not be humble
Should my eyes fail to see
Should my feet sometimes stumble
On the way, stay with me
Like the lamb that in springtime
Wanders far from the fold
Comes the darkness and the frost
I get lost, I grow cold
I grow cold, I grow weary, and I know I have sinned
And I go seeking shelter and I cry in the wind
And though I grope and I blunder and I'm weak and I'm wrong
Though the road buckles under where I walk, walk along
Till I find to my wonder every path leads to thee
All that I can do is pray, stay with me
Stay with me1EmbedShare URLCopyEmbedCopy"
I Feel a Change Comin’ On,"Well I'm looking the world over
Looking far off into the East
And I see my baby coming
She's walking with the village priest
I feel a change coming on
And the last part of the day is already gone

We got so much in common
We strive for the same old ends
And I just can't wait
Wait for us to become friends
I feel a change coming on
And the fourth part of the day is already gone

Life is for love
And they say that love is blind
If you want to live easy
Baby pack your clothes with mine
I feel a change coming on
And the fourth part of the day is already gone

Well now what's the use in dreaming
You got better things to do
Dreams never did work for me anyway
Even when they did come true
You are as whorish as ever
Baby you could start a fire
I must be losing my mind
You're the object of my desire
I feel a change coming on
And the fourth part of the day is already gone

I'm listening to Billy Joe Shaver
And I'm reading James Joyce
Some people they tell me
I got the blood of the land in my voice

Everybody got all the money
Everybody got all the beautiful clothes
Everybody got all the flowers
I don't have one single rose
I feel a change coming on
And the fourth part of the day is already gone3EmbedShare URLCopyEmbedCopy"
Pretty Saro,"Down in some lone valley
In a sad lonesome place
Where the wild birds do all
Their notes to increase
Farewell pretty Saro
I bid you Adieu
But I dream of pretty Saro
Wherever I go
Well my love she won't have me
So I understand
She wants a freeholder
Who owns a house and land
I cannot maintain her
With silver and gold
And all of the fine things
That a big house can hold
If I was a poet
And could write a fine hand
I'd write my love a letter
That she'd understand
And write it by the river
Where the waters overflow
But I dream of pretty Saro
Wherever I goEmbedShare URLCopyEmbedCopy"
Property of Jesus,"Go ahead and talk about him because he makes you doubt
Because he has denied himself the things that you can’t live without
Laugh at him behind his back just like the others do
Remind him of what he used to be when he comes walking through

He’s the property of Jesus
Resent him to the bone
You got something better
You’ve got a heart of stone

Stop your conversation when he passes on the street
Hope he falls upon himself, oh, won’t that be sweet
Because he can’t be exploited by superstition anymore
Because he can’t be bribed or bought by the things that you adore

He’s the property of Jesus
Resent him to the bone
You got something better
You’ve got a heart of stone

When the whip that’s keeping you in line doesn’t make him jump
Say he’s hard-of-hearing, say that he’s a chump
Say he’s out of step with reality as you try to test his nerve
Because he doesn’t pay no tribute to the king that you serve
He’s the property of Jesus
Resent him to the bone
You got something better
You’ve got a heart of stone

Say that he’s a loser ’cause he got no common sense
Because he don’t increase his worth at someone else’s expense
Because he’s not afraid of trying, ’cause he don’t look at you and smile
’Cause he doesn’t tell you jokes or fairy tales, say he’s got no style

He’s the property of Jesus
Resent him to the bone
You got something better
You’ve got a heart of stone

You can laugh at salvation, you can play Olympic games
You think that when you rest at last you’ll go back from where you came
But you’ve picked up quite a story and you’ve changed since the womb
What happened to the real you, you’ve been captured but by whom?

He’s the property of Jesus
Resent him to the bone
You got something better
You’ve got a heart of stoneEmbedShare URLCopyEmbedCopy"
"The Water is Wide  (Live at the Boston Music Hall, Boston, MA - November 21, 1975, Evening Show)","The water is wide and I can't cross over
Neither have I wings that I could fly
Build me a boat that can carry two
And both shall row my love and I

There is a ship and it sails on the sea
Loaded deep as deep can be
But not as deep as the love I'm in
I know not if I sink or swim

I leaned my back up against an oak
Thinking it was a trusty tree
But first it bent and then it broke
Just like my own false love to me

Oh love is gentle, love is kind
Gay as a jewel when first it's new
But love grows old and waxes cold
And fades away like some morning dew

The water is wide and I can't cross over
Neither have I wings that I could fly
Build me a boat that can carry two
And both shall row my love and IEmbedShare URLCopyEmbedCopy"
We Better Talk This Over,"I think we better talk this over
Maybe when we both get sober
You’ll understand I’m only a man
Doing’ the best that I can

This situation can only get rougher
Why should we needlessly suffer?
Let’s call it a day, go our own different ways
Before we decay
You don’t have to be afraid of looking into my face
We’ve done nothing to each other time will not erase

I feel displaced, I got a low-down feeling
You been two-faced, you been double-dealing
I took a chance, got caught in the trance
Of a downhill dance

Oh, child, why you wanna hurt me?
I’m exiled, you can’t convert me
I’m lost in the haze of your delicate ways
With both eyes glazed
You don’t have to yearn for love, you don’t have to be alone
Somewheres in this universe there’s a place that you can call home

I guess I’ll be leaving tomorrow
If I have to beg, steal or borrow
It’d be great to cross paths in a day and a half
Look at each other and laugh

But I don’t think it’s liable to happen
Like the sound of one hand clapping’
The vows that we kept are now broken and swept
’Neath the bed where we slept

Don’t think of me and fantasize on what we never had
Be grateful for what we’ve shared together and be glad
Why should we go on watching each other through a telescope?
Eventually we’ll hang ourselves on all this tangled rope

Oh, babe, time for a new transition
I wish I was a magician
I would wave a wand and tie back the bond
That we’ve both gone beyondEmbedShare URLCopyEmbedCopy"
