source,ym_joke
ym api,"Yo momma is so poor that when I saw her walking down the street with one shoe and said ""Hey miss, lost a shoe?"" she said ""Nope, just found one!"""
ym api,Yo momma is so poor that her face is on the front of a foodstamp.
ym api,"Yo momma is so poor that I went to her house and tore down some cob webs, and she said ""Who's tearing down the drapes?"""
ym api,"Yo momma is so poor that I stepped on her skateboard and she said ""Hey, get off the car!"""
ym api,"Yo momma is so poor that I walked into her house, asked to use the bathroom, and she said ""3rd bucket to your right."""
ym api,"Yo momma is so poor that when I walked inside her house and put out a cigarette, she said ""who turned off the heater?"""
ym api,Yo momma is so poor that your TV got 2 channels: ON and OFF.
ym api,Yo momma is so poor that she watches TV on an Etch-A-Sketch.
ym api,Yo momma is so poor that she can't even afford to go to the free clinic.
ym api,Yo momma is so poor that she washes paper plates.
ym api,Yo momma is so poor that her idea of a fortune cookie is a tortilla with a food stamp in it.
ym api,"Yo momma is so poor that when yo family watches TV, they go to Sears."
ym api,Yo momma is so poor that burglars break in and leave money.
ym api,Yo momma is so poor that she married young just to get the rice!
ym api,"Yo momma is so poor that when I went over to her house for dinner and grabbed a paper plate, she said ""Don't use the good china!"""
ym api,"Yo momma is so poor that when I saw her rolling some trash cans around in an alley, I asked her what she was doing, she said ""Remodeling."""
ym api,"Yo momma is so poor that I threw a rock at a trash can and she popped out and said ""Who knocked?"""
ym api,"Yo momma is so poor that we were on a road trip and she stopped by a dumpster and got out. I said ""what are you doing"" and she said I'm ""booking a hotel!"""
ym api,"Yo momma is so poor that I walked into her house and swatted a firefly and Yo Mama said, ""Who turned off the lights?"""
ym api,"Yo momma is so poor that when I asked what was for dinner, she pulled her shoelaces off and said ""Spagetti."""
ym api,"Yo momma is so poor that after I pissed in your yard, she thanked me for watering the lawn."
ym api,Yo momma is so poor that your family ate cereal with a fork to save milk.
ym api,"Yo momma is so poor that when I ring the doorbell she says,""DING!"""
ym api,Yo momma is so poor that she got in an elevator and thought it was a mobile home.
ym api,"Yo momma's so poor, that her doormat doesn't say ""welcome"", it says ""welfare""."
ym api,"Yo momma is so poor that for halloween, her trick was the treat."
ym api,"Yo momma is so poor that when she tells people her address, she says ""it's in the second alley from main street, beside the yellow dumpster."""
ym api,Yo momma is so poor that her idea of a timeshare is a few days camped out under a bridge.
ym api,"Yo momma is so poor that when I saw her in the park digging up plants, she said she was ""getting groceries""."
ym api,Yo momma is so poor that when I ring the doorbell I hear the toilet flush!
ym api,Yo momma's so fat that she expresses her weight in scientific notation.
ym api,Yo momma's so fat that scientists track her position by observing anomalies in Pluto's orbit.
ym api,Yo momma's so fat that a recursive function computing her weight causes a stack overflow.
ym api,Yo momma's so fat that the long double numeric variable type in C++ is insufficient to express her weight.
ym api,Yo momma's so fat that THX can't even surround her.
ym api,Yo momma's a convenient proof that the universe is still expanding exponentially.
ym api,Yo mommags so big that she has a gravitational pull equal to that of the sun.
ym api,Yo momma's so big that doctors use scuba divers as nanobots to clean her arteries.
ym api,The mass of yo momma at rest is approximately equal to that of a neutron star traveling at (1-(10^-1000))c.
ym api,Yo momma's so slow and dumb that she can be emulated on a 286.
ym api,"Yo momma conforms to Planck's law - the greater the frequency with which she screws, the more energetic she gets."
ym api,Yo momma's like a converging lens - she's wider in the middle than she is on either end.
ym api,Yo momma's dumber than an augmented rat.
ym api,Yo momma's so fat that she and the great wall of China are used as reference points when astronauts look back at the Earth.
ym api,Yo momma's such a ho that even the noble gases are attracted to her.
ym api,Yo momma's so promiscuous that electrons have a positive charge when they're around her.
ym api,"Yo momma's so stupid that her exchange particle is a ""moron""."
ym api,Yo momma's so fat that China uses her to block the internet.
ym api,Yo momma's so fat that NASA shot a rocket into her ass looking for water.
ym api,Yo momma's so dumb that she went to the dentist and asked for a bluetooth.
ym api,"Yo momma's so fat that she doesn't just have a low center of gravity, she has an elliptical orbit."
ym api,Yo momma's so fat that IEEE is working on a wifi protocol so people can get the signals to reach users on opposite sides of her. It's called 802.11 Draft Fat Momma
ym api,If we were to code your mom in a C++ function she would look like this: double mom (double fat){ mom(fat);return mom;}; //your mom is recursively fat.
ym api,Yo momma's so old that she goes on carbon dates.
ym api,"Yo momma's so fat, the cyberman DOWNgraded her."
ym api,"Yo momma's so ugly that Dalek's don't actually say 'Exterminate' when they see her, because they figure somebody else already got there first!"
ym api,"Yo momma's such a drunk, that her sonic screwdriver is made of vodka and orange juice."
ym api,"Yo momma's so ugly that when she looks into the Tardis, the Tardis doesn't look into her."
ym api,"Yo momma's so ugly that when the Daleks Exterminate her, it's not for domination."
ym api,Yo momma's such a hoe that the nickname for her vagina (Bad Wolf) is scattered across time and space.
ym api,"Yo momma's so fat, she's bigger than both the outside AND the inside of the Tardis"
ym api,"Yo momma's so ugly that when Captain Jack Harkness saw her, he actually died."
ym api,"Yo momma's so fat, the Pirate Planet tried to take her over."
ym api,"Yo momma's so lazy, she's a ""part-time"" lord"
ym api,"Yo Mama's so fat that when she got upgraded by the cybermen, they turned her into an ice cream truck"
ym api,"Yo momma's so stupid that when Cassandra says ""Moisturize!"", she begins to sweat."
ym api,"Yo momma's so fat, the Doctor caught her eating his psychic paper, thinking it was a burger."
ym api,"Yo momma's such a noisy hoe, her nickname is the sonic screwdriver!"
ym api,"Yo momma's so fat, it doesn't matter that the Tardis is bigger on the inside. She can't get through the door."
ym api,Yo momma is so skinny that she turned sideways and disappeared.
ym api,Yo momma is so skinny that she hula hoops with a Cheerio.
ym api,Yo momma is so skinny that she has to wear a belt with spandex.
ym api,Yo momma is so skinny that she swallowed a meatball and thought she was pregnant.
ym api,Yo momma is so skinny that she can see out a peephole with both eyes.
ym api,Yo momma is so skinny that she uses a Band-Aid as a maxi-pad.
ym api,Yo momma is so skinny that you can save her from drowning by tossing her a Fruit Loop.
ym api,Yo momma is so skinny that she has to run around in the shower to get wet.
ym api,"Yo momma is so skinny that when she wore her yellow dress, she looked like an HB pencil."
ym api,"Yo momma is so skinny that if she had a sesame seed on her head, she'd look like a push pin."
ym api,Yo momma is so skinny that her nipples touch.
ym api,Yo momma is so skinny that I could blind-fold her with dental floss.
ym api,Yo momma is so skinny that she looks like a mic stand.
ym api,Yo momma is so skinny that she only has one stripe on her pajamas.
ym api,Yo momma is so skinny that she can dodge rain drops.
ym api,Yo momma is so skinny that she inspires crack whores to diet.
ym api,Yo momma is so skinny that she uses Chapstick for deodorant.
ym api,Yo momma is so small that she goes paragliding on a Dorito.
ym api,"Yo momma is so skinny that if she turned sideways and stuck out her tongue, she would look like a zipper."
ym api,Yo momma is so skinny that she goes hot tubbing with the Mini Wheats Man.
ym api,"Yo momma is so skinny that when she takes a bath and lets the water out, her toes get caught in the drain."
ym api,Yo momma is so skinny that her bra fits better when she wears it backwards.
ym api,Yo momma is so skinny that she had to stand in the same place twice to cast a shadow.
ym api,Yo momma is so skinny that if she had a yeast infection she'd be a Quarter Pounder with Cheese.
ym api,Yo momma is so skinny that her pants only have one belt loop.
ym api,Yo momma is so skinny that if she had dreads I'd grab her by the ankles and use her to mop the floor.
ym api,"Yo momma is so skinny that instead of calling her your parent, you call her transparent."
ym api,Yo momma is so tall that she tripped in Michigan and bumped her head in Florida.
ym api,Yo momma is so tall that she tripped over a rock and hit her head on the moon.
ym api,Yo momma is so tall that if she did a back-flip she'd kick Jesus in the mouth.
ym api,"Yo momma's so tall, she can see her house from anywhere."
ym api,"Yo momma's so tall, she uses two 100-foot ladders as crutches."
ym api,"Yo momma's so tall, she has to take out the driver's seat of her car and sit in the back to operate the vehicle."
ym api,"Yo momma's so tall, she makes Shaquille O'Neal look like Gary Coleman."
ym api,"Yo momma's so tall, she did a push-up and burned her back on the sun."
ym api,Yo momma is so short that you can see her feet on her drivers license!
ym api,Yo momma is so short that she has to use a ladder to pick up a dime.
ym api,Yo momma is so short that she does backflips under the bed.
ym api,Yo momma is so short that she models for trophys.
ym api,Yo momma is so short that her homies are the Keebler Elfs.
ym api,Yo momma is so short that she has to get a running start to get up on the toilet.
ym api,"Yo momma is so short that when she sneezes, she hits her head on the floor."
ym api,Yo momma is so short that she does pull-ups on a staple.
ym api,Yo momma is so short that she can do push-ups under the door.
ym api,Yo momma is so short that when I was dissin' her she tried to jump kick me in the ankle.
ym api,Yo momma is so short that she can limbo under the door.
ym api,Yo momma is so short that she uses a condom for a sleeping bag.
ym api,Yo momma is so short that she slam-dunks her bus fare.
ym api,Yo momma is so short that she has to look up to look down.
ym api,Yo momma is so short that she makes Gary Coleman look like Shaquille O'Neal.
ym api,"Yo momma is so short, you can make a life size sculpture of her using one can of Play-Doh."
ym api,Yo momma's so short that when she sat on the curb her feet didn't touch the ground.
ym api,Yo momma is so short that she can play handball on the curb.
ym api,Yo momma has so much hair on her upper lip that she braids it.
ym api,Yo momma is so hairy that Bigfoot wants to take HER picture!
ym api,Yo momma is so hairy that she looks like she has Buckwheat in a headlock.
ym api,Yo momma is so hairy that you almost died of rugburn at birth!
ym api,"Yo momma is so hairy that they filmed ""Gorillas in the Mist"" in her shower!"
ym api,Yo momma is so hairy that if she could fly she'd look like a magic carpet.
ym api,Yo momma is so hairy that she looks like Bigfoot in a tank top.
ym api,Yo momma is so hairy that she has afros on her nipples.
ym api,Yo momma is so hairy that when I took her to a pet store they locked her in a cage.
ym api,Yo momma is so hairy that she looks like a Chia pet with a sweater on.
ym api,Yo momma is so hairy that Jane Goodall follows her around.
ym api,Yo momma is so hairy that the only language she can speak is wookie.
ym api,Yo momma is so hairy that she shaves her legs with a weedwacker.
ym api,"Yo momma is so hairy that if you shaved her legs, you could supply wigs for the entire Hair Club for Men."
ym api,Yo momma is so hairy that her armpits look like she has Don King in a headlock.
ym api,Yo momma's so hairy that she's got sideburns on her tits.
ym api,Yo momma is so hairy that she got a trim and lost 20 pounds.
ym api,"Yo momma is so hairy that people run up to her and say ""Chewbacca, can I get your autograph?"""
ym api,Yo momma is so hairy that she gets mistaken for Chewbacca's cousin.
ym api,Yo momma is so hairy that two birds made nests in her armpits and she doesn't even know about it!
ym api,Yo momma is so hairy that when she's at a nude beach people think she's wearing a fur coat!
ym api,Yo momma is so dirty that that she was banned from a sewage facility because of sanitation concerns.
ym api,Yo momma is so dirty that she makes mud look clean.
ym api,Yo momma is so dirty that that you can't tell where the dirt stops and she begins.
ym api,Yo momma is so dirty that she has to creep up on bathwater.
ym api,Yo momma is so dirty that she loses weight in the shower.
ym api,Yo momma is so dirty that even Swamp Thing told her to take a shower.
ym api,Yo momma is so dirty that the US Government uses her bath water as a chemical weapon.
ym api,"Yo momma is so dirty that when she tried to take a bath, the water jumped out and said ""I'll wait."""
ym api,Yo momma is so nasty that she has more rappers in her than an iPod.
ym api,Yo momma is so nasty that she makes speed stick slow down.
ym api,Yo momma is so nasty that she brings crabs to the beach.
ym api,Yo momma is so nasty that that pours salt water down her pants to keep her crabs fresh.
ym api,Yo momma is so nasty that the fishery pays her to stay away.
ym api,Yo momma is so nasty that she only changes her drawers once every 10000 miles.
ym api,Yo momma is so nasty that a skunk smelled her ass and passed out.
ym api,Yo momma is so nasty that I chatted with her on MSN and she gave me a virus.
ym api,Yo momma is so nasty that her tits leak sour milk.
ym api,Yo momma is so nasty that she has to use Right Guard and Left Guard.
ym api,Yo momma is so nasty that she bit the dog and gave it rabies.
ym api,"Yo momma is so nasty that she has a sign by her crotch that says: ""Warning: May cause irritation, drowsiness, and a rash or breakouts."""
ym api,Yo momma is so nasty that she's got more clap than an auditorium.
ym api,"Yo momma is so nasty that she calls Janet ""Miss Jackson."""
ym api,Yo momma is so nasty that she has more crabs then Red Lobster.
ym api,Yo momma is so nasty that she made right guard turn left.
ym api,"Yo momma is so nasty that I when I talked to her on the phone, she gave me an ear infection."
ym api,Yo momma is so nasty that next to her a skunk smells sweet.
ym api,Yo momma is so nasty that her shit is glad to escape.
ym api,"Yo momma is so nasty that when you were being delivered, the doctor was wearing the oxygen mask."
ym api,Yo momma is so nasty that every time she opens her mouth she's talking shit.
ym api,Yo momma is so nasty that even dogs won't sniff her crotch.
ym api,Yo momma is so nasty that the only dis I want to give her is a disinfectant.
ym api,Yo momma is so nasty that her crabs use her tampon string as a bungee cord.
ym api,Yo momma is so greasy that she uses bacon as a band-aid!
ym api,Yo momma is so greasy that she sweats Crisco!
ym api,Yo momma is so greasy that Texaco buys Oil from her.
ym api,Yo momma is so greasy that she sweats butter and syrup and has a full time job at Denny's wiping pancakes across her forehead.
ym api,Yo momma is so greasy that her freckles slipped off.
ym api,"Yo momma is so greasy that if Crisco had a football team, she'd be the mascot."
ym api,Yo momma is so greasy that she squeezes Crisco from her hair to bake cookies.
ym api,Yo momma is so greasy that she's labeled as an ingredient in Crisco.
ym api,Yo momma is so greasy that you could fry a chicken dinner for 12 on her forehead.
ym api,Yo momma is so greasy that I buttered my popcorn with her leg hairs.
ym api,Yo momma's house is so dirty that roaches ride around on dune buggies!
ym api,Yo momma's house is so dirty that she has to wipe her feet before she goes outside.
ym api,Yo momma's teeth are so rotten that when she smiles it looks like she has dice in her mouth.
ym api,Yo momma's teeth are so yellow that traffic slows down when she smiles!
ym api,Yo momma's teeth are so yellow that she spits butter!
ym api,"Yo momma's so dirty, she fertilizes her lawn by rolling in it!"
ym api,"Yo momma's so dirty, when a seed gets stuck in her ass crack it beings to grow!"
ym api,"Yo momma's so dirty, she jumped in a river and created a mud slide!"
ym api,"Yo momma's so dirty, when the wind blows people yell ""Sand Storm!!!"""
ym api,"Yo momma's so greasy, on hot days she cooks bacon strips on her ass cheeks!"
ym api,Yo momma is so fat that she took geometry in high school just cause she heard there was gonna be some pi.
ym api,Yo momma is so fat that the ratio of the circumference to her diameter is four.
ym api,Yo momma is so fat that her derivative is strictly positive.
ym api,Yo momma is like a protractor - she's good at every angle.
ym api,"Yo momma is so fat that in a love triangle, she'd be the hypotenuse."
ym api,"Yo momma is so stupid that when I told her ""pi-r-squared"" and she replied no, they are round."
ym api,The limit of yo momma's ass goes to infinity.
ym api,Yo momma = x/0 for every x in yo momma.
ym api,The infinite series of yo momma from 0 to infinity is strictly diverging.
ym api,Yo momma is so mean that she has no standard deviation.
ym api,"Yo momma is so ugly, that Pythagoras wouldn't touch her with a 3-4-5 triangle."
ym api,Yo momma is so square that she's got imaginary numbers on her social security card.
ym api,"Yo momma is such a ho, that she asked all the math majors to to figure out g(f(your mom)) just so they could ""f"" her first."
ym api,The volume of yo momma is an improper integral.
ym api,"The integral of yo momma is fat plus a constant, where the constant is equal to more fat."
ym api,Yo momma's muscle-to-fat ratio can only be explained in irrational complex numbers.
ym api,The only way to get from point A to point B is around yo momma's fat ass.
ym api,"Yo momma's so smart, the hardest decision she's ever had to make was which college to accept a scholarship from - Harvard, Yale or Princeton!"
ym api,"Yo momma's so clean, she could bottle her bathwater and sell it at the grocery store alongside Evian, Dasani and FIJI."
ym api,"Yo momma's so generous that she sponsors children in Africa, Asia AND South America!"
ym api,"Yo momma's so popular that Facebook crashed on her birthday, because too many people posted wishes on her wall."
ym api,Yo momma's such a good cook that her vegetable lasagna could be served as the featured item at a Michelin Star restaurant!
ym api,Yo momma's so healthy that medical textbooks use her x-rays to demonstrate what perfect bone structure should look like.
ym api,Yo momma's breath smells so fresh that Wrigley's could make a chewing gum flavour based on it.
ym api,"Yo momma's so fit that she could run a marathon, teach a Zumba class AND climb Mount Everest without stopping to catch her breath once."
ym api,"Yo momma's so fashionable that Gucci, Prada and Fendi call her on a daily basis to get insight into upcoming fashion trends."
ym api,Yo momma's aging with such grace and beauty that she could be featured on the cover of Elle magazine.
ym api,Yo momma's like a puppy... everybody wants to give her a hug.
ym api,Yo momma's so smart that an employee from Wikipedia calls her when they need to verify facts about 18th century political figures.
